participant_id,prolific_id,participant_hash,consent,age,gender,native_language,dominant_language,parent_language,other_languages,state
6a0a75becd9db762aa40270f,6a0a75becd9db762aa40270f,91708e8bcfee0e4733549f385572e243,checked,19,female,english,english,english,No,Florida
6a0a8dd0358df0a235a3dc53,6a0a8dd0358df0a235a3dc53,6c49a02dfd32736fca0fd7dce71e8a26,checked,33,female,english,english,english,no,texas
6a0ca278bb4cd7a54e8d727f,6a0ca278bb4cd7a54e8d727f,ed42ddc74f06ef5d4ba95aaccb450c1d,checked,30,male,english,english,english,Spanish,California
6a0cd8b4716e5aae8494f273,6a0cd8b4716e5aae8494f273,741304b6b02292c78f411b11f1b3dbc0,checked,27,female,english,english,english,No.,Mississippi
6a1261bdfbc8806acc7af487,6a1261bdfbc8806acc7af487,3f239e428c1cf6c02c83257a931fbc81,checked,33,female,english,english,english,no,kansas
6a14a5287e7409ea2f504a22,6a14a5287e7409ea2f504a22,e3daa77b6e73a7bb354866be37a03a10,checked,22,female,english,english,english,no,California
6a1647ddf5e2f04458bbe7c9,6a1647ddf5e2f04458bbe7c9,92eadc6f17e18e2e810d914be3b3369f,checked,33,female,english,english,english,no,GEORGIA
6a177f7ec67996448d9c7d41,6a177f7ec67996448d9c7d41,25274ac3ac88bcc991dafc89c766190a,checked,33,woman,english,english,english,No,Illinois
6a1af3e6bcac659c71768904,6a1af3e6bcac659c71768904,05eecb7c43b3e795d362bf422e5c3a85,checked,27,female,english,english,english,No,Virginia
6a1de13c1e80fdf05065041b,6a1de13c1e80fdf05065041b,4e716f5e851a5763dd2160324bd64338,checked,28,male,english,english,english,No,California
6a1f4e711ac9d476e40ba186,6a1f4e711ac9d476e40ba186,2c6fd1f5a5568399b7d7dcc3d503f797,checked,30,female,english,english,english,NO,Tennessee
6a2071073093b2570f6761fa,6a2071073093b2570f6761fa,d0356bb8327c8c095b3b3564dbce5439,checked,26,woman,english,english,english,No,Illinois
6a24a91d371458cff214bd42,6a24a91d371458cff214bd42,3f7667c63aaaadae51763a923a82a981,checked,34,male,english,english,english,no,North Carolina
6a9826815ac65bd41b46f053,6a9826815ac65bd41b46f053,8055711fcca12141ed40c55b337bae3e,checked,35,female,english,english,english,Some Spanish,California
6a98354dfe7cb4cd07251feb,6a98354dfe7cb4cd07251feb,458f5436c615d446d3a71d2d2112b605,checked,29,male,english,english,english,No,NJ%2CPA%2CNY
6a983dbc484ac1debba5c5a7,6a983dbc484ac1debba5c5a7,398f7d34ae6dd29fac76881d10f20ced,checked,24,female,english,english,english,No,California
6a983f930c57a3ffb660a154,6a983f930c57a3ffb660a154,e01fc8537b451f7616a2409eed8ad87c,checked,35,female,english,english,english,no,Lousiana
6a9844048feccb7e34d5b668,6a9844048feccb7e34d5b668,8ba14ac26ea1869185f436edbcf10daa,checked,28,male,english,english,english,No,Nebraska
6a9848f8b868d93c543dc87b,6a9848f8b868d93c543dc87b,f8b64eb724d4c715e80ddf68cb34f606,checked,29,female,english,english,english,no,arkansas
6a985e76e2858f84ecae2457,6a985e76e2858f84ecae2457,1a8def61cde1d276c233fa9ff670390e,checked,33,female,english,english,english,no,Massachusetts
6a98679a5b06f3f830a215a3,6a98679a5b06f3f830a215a3,5d1a107cfd72bfed595df56667aa67e6,checked,29,male %0a,english,english,english,no,south carolina
6a98706c1c22082957be55ae,6a98706c1c22082957be55ae,31bb70bec1a9fbcaaff179bc06536afd,checked,31,male,english,english,english,yes%2C at a level where I can read video games in Spanish and French.,California
6a98b1f82b7e502b9e2ece31,6a98b1f82b7e502b9e2ece31,ee3c6c3ce007630dd50bb35814a793a1,checked,24,male,english,english,english,No,Maryland
6a99f5d2f8e4e75dbe4bb372,6a99f5d2f8e4e75dbe4bb372,c2a3d6cfa11e1f2ce714f2cbb8eb9826,checked,31,male,english,english,english,No,California
6a9a328fa9d5271e516ecd66,6a9a328fa9d5271e516ecd66,50a4ecffe8853f27f307fe7efa27d60a,checked,26,male,english,english,english,No,California
