participant_id,prolific_id,participant_hash,trial_number,item_order,condition,trial_type,partner,partner_color,strong_prime_speaker,weak_prime_speaker,other_condition_speaker,strong_prime_color,weak_prime_color,other_condition_color,valid_response,click_index,click_time,click_time_from_trial_start_ms,click_time_from_tracker_start_ms,click_time_before_response_ms,click_x_px,click_y_px
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,1,6,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241284390,6631,1,-2592,904,1080
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,2,7,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241295641,8656,0,-1830,904,1087
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,3,8,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241306012,8537,1,-1714,916,1086
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,4,9,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241316251,8522,1,-2063,916,1074
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,5,10,weak-prime,weak-target,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241327006,8689,1,-2035,906,1078
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,6,11,strong-prime,strong-target,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241337040,7997,1,-1659,922,1087
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,7,12,FALSE,single,Devon,#666666,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241346957,8255,0,-1616,909,1078
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,8,13,target-filler,single,Devon,#666666,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241356233,7657,1,-1848,912,1083
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,9,14,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241366347,8263,1,-1811,905,1082
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,10,15,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241376431,8269,0,-2167,919,1088
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,11,16,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241386869,8268,0,-1429,919,1084
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,12,17,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241396018,7718,0,-1890,902,1087
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,13,18,strong-prime,strong-target,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241406510,8599,1,-1742,928,1075
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,14,19,weak-prime,weak-target,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241415966,7711,0,-1711,920,1089
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,15,20,FALSE,single,Devon,#666666,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241424590,6910,1,-1735,909,1088
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,16,21,FALSE,single,Devon,#666666,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241433470,7142,0,-1444,906,1078
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,17,22,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241442608,7691,1,-1536,910,1078
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,18,23,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241452067,7920,0,-1467,922,1082
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,19,24,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241461189,7653,0,-2036,922,1076
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,20,25,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241470919,7691,0,-1692,906,1082
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,21,26,weak-prime,weak-target,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241480254,7640,1,-1500,900,1087
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,22,27,strong-prime,strong-target,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241490085,8328,1,-1409,922,1088
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,23,28,target-filler,single,Devon,#666666,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241499231,7735,1,-1578,919,1078
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,24,29,target-filler,single,Devon,#666666,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241508547,7735,1,-3028,911,1086
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,25,30,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241519088,7511,1,-1512,913,1074
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,26,31,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241528166,7563,1,-2304,914,1074
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,27,32,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241538077,7604,0,-1760,912,1088
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,28,33,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241547606,7766,0,-1895,911,1088
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,29,34,strong-prime,strong-target,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241556956,7453,1,-1410,926,1082
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,30,35,weak-prime,weak-target,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241566730,8361,1,-1668,908,1075
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,31,36,strong-filler,single,Devon,#666666,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241576052,7651,1,-1385,919,1082
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,32,37,target-filler,single,Devon,#666666,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241584784,7345,0,-2486,919,1084
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,33,38,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241594956,7683,1,-1577,925,1084
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,34,39,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241604523,7987,1,-1516,920,1084
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,35,40,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241613578,7537,1,-1652,918,1088
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,36,41,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241623093,7861,1,-1760,911,1080
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,37,42,weak-prime,weak-target,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241632434,7578,1,-1541,902,1082
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,38,43,strong-prime,strong-target,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241641672,7694,0,-2303,911,1089
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,39,44,target-filler,single,Devon,#666666,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241650870,6893,0,-1369,920,1082
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,40,45,target-filler,single,Devon,#666666,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241659942,7701,1,-1386,902,1081
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,41,46,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241669067,7736,1,-2168,915,1084
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,42,47,strong-prime,strong-train,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241679098,7860,1,-2344,908,1088
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,43,48,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241689173,7728,1,-1326,904,1085
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,44,49,weak-prime,weak-train,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241697988,7487,1,-1367,914,1083
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,45,50,strong-prime,strong-target,Hanako,#0072B2,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241707252,7895,0,-1542,924,1077
55eb36eb748092000daa9ac8,55eb36eb748092000daa9ac8,cac4f8ec43b87abbe97fba407ef5b61d,46,51,weak-prime,weak-target,Faith,#D55E00,Hanako,Faith,Devon,#0072B2,#D55E00,#666666,TRUE,1,1789241716640,7843,1,-1720,917,1086
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,1,6,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233225340,5992,0,-1152,1003,1007
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,2,7,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233233228,6735,0,-1879,994,994
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,3,8,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233242228,7120,0,-2592,996,998
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,4,9,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233251764,6943,0,-1472,998,1003
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,5,10,weak-prime,weak-target,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233260068,6831,0,-1944,995,992
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,6,11,strong-prime,strong-target,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233268580,6567,0,-2296,1010,1000
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,7,12,FALSE,single,Quinn,#666666,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233277180,6303,1,-1600,1003,1007
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,8,13,target-filler,single,Quinn,#666666,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233284444,5663,0,-2016,994,996
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,9,14,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233292844,6383,0,-1968,992,998
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,10,15,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233301660,6847,0,-2256,989,1003
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,11,16,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233312668,8751,0,-3496,1003,1001
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,11,16,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,2,1789233315403,11486,2735,-761,208,295
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,11,16,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,3,1789233315933,12016,3265,-231,200,297
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,12,17,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233322876,6711,0,-3400,1011,993
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,13,18,strong-prime,strong-target,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233332924,6647,0,-6952,993,995
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,14,19,weak-prime,weak-target,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233347012,7135,0,-2056,983,1003
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,15,20,FALSE,single,Quinn,#666666,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233355260,6191,0,-952,991,1002
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,16,21,FALSE,single,Quinn,#666666,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233361844,5631,0,-1480,985,992
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,17,22,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233370172,6847,0,-1560,1000,1010
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,18,23,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233378476,6743,0,-2544,999,995
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,19,24,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233387696,6675,0,-1892,1004,997
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,20,25,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233396348,6759,0,-1120,993,998
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,21,26,weak-prime,weak-target,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233404428,6959,0,-888,1000,1003
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,22,27,strong-prime,strong-target,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233412237,6920,0,-3135,990,1002
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,23,28,target-filler,single,Quinn,#666666,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233421156,5783,0,-1616,996,997
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,24,29,target-filler,single,Quinn,#666666,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233430316,7543,0,-7920,996,996
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,25,30,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233446397,8160,1,-6103,989,1003
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,26,31,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233459548,7047,0,-4392,1002,1001
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,27,32,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233470460,6519,0,-1968,988,993
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,28,33,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233478804,6375,0,-1168,1007,996
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,29,34,strong-prime,strong-target,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233486372,6399,0,-1864,1004,994
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,30,35,weak-prime,weak-target,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233495148,6911,0,-1136,997,1005
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,31,36,strong-filler,single,Quinn,#666666,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233503492,7207,0,-2120,1012,1001
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,32,37,target-filler,single,Quinn,#666666,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233512780,7167,0,-2000,989,1000
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,33,38,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233521973,7192,1,-847,990,999
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,34,39,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233529292,6471,0,-864,989,996
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,35,40,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233537132,6975,0,-2176,1007,995
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,36,41,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233547244,7935,0,-2024,993,998
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,37,42,weak-prime,weak-target,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233556013,6744,0,-775,1009,999
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,38,43,strong-prime,strong-target,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233563676,6887,0,-2784,1022,998
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,39,44,target-filler,single,Quinn,#666666,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233572604,6143,0,-1280,998,999
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,40,45,target-filler,single,Quinn,#666666,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233580764,6879,0,-2720,1007,997
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,41,46,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233590188,6704,1,-904,1008,999
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,42,47,strong-prime,strong-train,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233597709,6616,1,-1199,1017,995
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,43,48,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233605860,6951,0,-944,1007,996
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,44,49,weak-prime,weak-train,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233613028,6223,0,-960,990,992
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,45,50,strong-prime,strong-target,Zoey,#0072B2,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233621116,7127,0,-856,1005,996
5afeea460437f000017e0c97,5afeea460437f000017e0c97,05cff05f554f3f1a3c1f3c487af5797e,46,51,weak-prime,weak-target,Yasmin,#D55E00,Zoey,Yasmin,Quinn,#0072B2,#D55E00,#666666,TRUE,1,1789233628380,6407,0,-856,998,1000
5c2f7a01c5b00a0001f3e52f,5c2f7a01c5b00a0001f3e52f,6f90cc3d781d3f80f3508f445a3025ce,1,6,weak-prime,weak-train,Alex,#0072B2,Riley,Alex,Gemma,#D55E00,#0072B2,#666666,TRUE,1,1789235534614,6029,0,-2392,963,966
5c2f7a01c5b00a0001f3e52f,5c2f7a01c5b00a0001f3e52f,6f90cc3d781d3f80f3508f445a3025ce,2,7,weak-prime,weak-train,Alex,#0072B2,Riley,Alex,Gemma,#D55E00,#0072B2,#666666,TRUE,1,1789235545761,8754,1,-1475,960,963
5c2f7a01c5b00a0001f3e52f,5c2f7a01c5b00a0001f3e52f,6f90cc3d781d3f80f3508f445a3025ce,3,8,strong-prime,strong-train,Riley,#D55E00,Riley,Alex,Gemma,#D55E00,#0072B2,#666666,TRUE,1,1789235553740,6502,0,-2305,957,956
5c2f7a01c5b00a0001f3e52f,5c2f7a01c5b00a0001f3e52f,6f90cc3d781d3f80f3508f445a3025ce,4,9,strong-prime,strong-train,Riley,#D55E00,Riley,Alex,Gemma,#D55E00,#0072B2,#666666,TRUE,1,1789235562572,6526,0,-1313,974,959
5c2f7a01c5b00a0001f3e52f,5c2f7a01c5b00a0001f3e52f,6f90cc3d781d3f80f3508f445a3025ce,5,10,weak-prime,weak-target,Alex,#0072B2,Riley,Alex,Gemma,#D55E00,#0072B2,#666666,TRUE,1,1789235582395,18509,0,-4358,978,964
5c2f7a01c5b00a0001f3e52f,5c2f7a01c5b00a0001f3e52f,6f90cc3d781d3f80f3508f445a3025ce,6,11,strong-prime,strong-target,Riley,#D55E00,Riley,Alex,Gemma,#D55E00,#0072B2,#666666,TRUE,1,1789235593295,6540,0,-1906,959,963
5c2f7a01c5b00a0001f3e52f,5c2f7a01c5b00a0001f3e52f,6f90cc3d781d3f80f3508f445a3025ce,6,11,strong-prime,strong-target,Riley,#D55E00,Riley,Alex,Gemma,#D55E00,#0072B2,#666666,TRUE,2,1789235594893,8138,1598,-308,202,313
